belongs_to_collection,budget,genres,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
,67000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",9510,tt1187047,de,"The story of Lanze who is in love with the princess. One day the princess is kidnapped by the Dark Knight and Lanze starts his journey to rescue her. But he is not alone because Erdal, a turk, joins him on his journey.",6.871788,/3YhP5jP22jwtZgwwgT9sKQtKh0n.jpg,"[{'name': 'SevenPictures', 'id': 331}, {'name': 'barefoot films', 'id': 1989}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Lionheart Entertainment', 'id': 13334}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",12/17/08,0,116,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,1½ Knights - In Search of the Ravishing Princess Herzelinde,4.5,45
,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}]",89059,tt0016804,en,"If there was one thing that Don Juan de Marana learned from his father Don Jose, it was that women gave you three things - life, disillusionment and death. In his father's case it was his wife, Donna Isobel, and Donna Elvira who supplied the latter. Don Juan settled in Rome after attending the University of Pisa. Rome was run by the tyrannical Borgia family consisting of Caesar, Lucrezia and the Count Donati. Juan has his way with and was pursued by many women, but it is the one that he could not have that haunts him. It will be for her that he suffers the wrath of Borgia for ignoring Lucrezia and then killing Count Donati in a duel. For Adriana, they will both be condemned to death in the prison on the river Tigre.",0.223252,/FOxoObMbmAUFPDL9mTMav84aI1.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/6/26,0,112,[],Released,A Super Spectacle Depicting the Romantic Adventures of THE LORD OF ALL LOVERS!,Don Juan,5,1
,0,"[{'id': 80, 'name': 'Crime'}]",235679,tt0026293,en,"Dr. Socrates is a 1935 crime film starring Paul Muni as a doctor forced to treat a wounded gangster, played by Barton MacLane.",0.633664,/yAmL2xxoodfmARyZmLS9eDnBpWz.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Vitaphone Corporation', 'id': 9329}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/18/35,0,70,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"ARMED WITH A DOCTOR'S KIT, HE FACED 1000 KILLERS!",Dr. Socrates,0,0
,1390000,"[{'id': 18, 'name': 'Drama'}]",121250,tt0051732,en,"A young woman returns home after being institutionalized in a mental hospital. Director Mervyn LeRoy's 1958 drama stars Jean Simmons, Dan O'Herlihy, Rhonda Fleming, Efrem Zimbalist Jr., Joanna Barnes, Mabel Albertson, Stephen Dunne, Marjorie Bennett, Kathryn Card, Joan Weldon and Eleanor Audley.",1.858785,/6Pocl9mEAmUa45j4psvrGtbkS2R.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/16/58,0,136,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A pretty girl and the stunning shock that marriage brings her!,Home Before Dark,8,3
,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",284995,tt3919322,en,"Scooby-Doo and those ""meddling kids"" Shaggy, Fred, Daphne and Velma are back in this all-new original movie! Velma discovers she's inherited her great-great-uncle Dr. Von Dinkenstein’s cursed castle in the terrifying town of Transylvania…Pennsylvania, that is. Just when the Gang persuades Velma to go claim her inheritance, the ghost of Dinkenstein Castle blows up the Mystery Machine as a warning! Now the Crew must spring back into action, but this time it's personal! Who's responsible for the Dinkenstein monster? What family secret has Velma been hiding? Will Fred recover from the loss of his beloved Mystery Machine? Can any helpless snack survive Scooby and Shaggy's monster-sized appetites? This Scooby-Doo adventure has enough spooky fun to make the whole family come alive!",4.934518,/eMgKUc8UJ96j23syl2KkNPyUHF7.jpg,"[{'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Warner Home Video', 'id': 2786}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",8/19/14,0,74,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Scooby-Doo and those ""meddling kids"" Shaggy, Fred, Daphne and Velma are back in this all-new adventure!",Scooby-Doo! Frankencreepy,6.7,13
,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",20077,tt0472219,en,"Gotham City is terrorized not only by recent escapees Joker and Penguin, but by the original creature of the night, Dracula! Can Batman stop the ruthless vampire before he turns everyone in the city, including The Caped Crusader, Joker and Penguin, into his mindless minions?",8.393194,/vPr6t2stb4NJ54151ms5xu8bykP.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/18/05,0,83,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,There's another bat in Gotham...,Batman vs Dracula,6.5,58
,0,"[{'id': 12, 'name': 'Adventure'}]",189133,tt0074881,en,The co-pilot and engineer of a passenger jet struggle to keep the plane airborne until it can reach an open airfield after a killer aboard the plane fires a gun at an engine and pilot of the plane.,0.946415,/4Q2dFXb7YYn3Ms4N6pUnp5GrQXB.jpg,"[{'name': 'Warner Bros. Television', 'id': 1957}, {'name': 'Andrew J. Fenady Productions', 'id': 23950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/12/76,0,100,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,A crippled plane. A crazed convict...,"Mayday at 40,000 Feet!",8,2
"{'id': 452675, 'name': 'Cleopatra Jones', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2139,tt0072791,en,"When fellow operatives (and childhood friends) Matthew Johnson and Melvin Johnson disappear during an undercover mission in Hong Kong, Cleopatra Jones travels there to find them. With the help of local detective Mi Ling, Cleopatra discovers that her friends' disappearance has to do with The Dragon Lady, a much-feared blonde ""lipstick lesbian"" who runs a Macao casino and controls a major chunk of the local drug trade.",0.487831,/vjx67zOrHE5pS6r5BDFajhDwaGX.jpg,"[{'name': 'Harbor Productions', 'id': 3302}, {'name': 'Shaw Brothers', 'id': 5798}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",7/11/75,0,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,"6' 2"" of dynamite caught in the web of international intrigue!",Cleopatra Jones and the Casino of Gold,6.7,3
"{'id': 121938, 'name': 'The Hobbit Collection', 'poster_path': '/hm2VtxeCBqWJnPNmvXPPXiHydyp.jpg', 'backdrop_path': '/7wO7MSnP5UcwR2cTHdJFF1vP4Ie.jpg'}",250000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",122917,tt2310332,en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",31.718977,/9zRzFJuaj0CHIOhAkcCcFTvyu2X.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros. Pictures', 'id': 174}, {'name': '3Foot7', 'id': 7413}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",12/10/14,956019788,144,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,7.1,4884
,0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",32916,tt1599351,en,"The gang goes on a trip to check on Velma's younger sister, Madelyn. She's been studying stage magic at the Whirlen Merlin Magic Academy, where apparently there have been sightings of a giant griffin. The gang decides to investigate.",6.945449,/sSgWaprKYzMYRlmzah7sdAG6lo6.jpg,"[{'name': 'Warner Bros. Animation', 'id': 2785}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/16/10,0,75,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Scooby-Doo! Abracadabra-Doo,6.6,25
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",177043,tt0065726,en,Comedy based on the plight of modern Native Americans living on reservations.,0.541883,/f1Nu4KziAKj8Dd3OZ3kk8t4Fv3g.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cine Vesta Associates', 'id': 52354}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/13/70,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A warning to the Mayor: FLAP is here! The Indians have already claimed Alcatraz. City Hall may be next. You have been warned.,Flap,0,0
,0,"[{'id': 16, 'name': 'Animation'}]",26540,tt0154263,en,"A video compilation of a few Looney Tunes episodes centered around an episode of a Christmas Carol, with the part of Scrooge played by Yosemite Sam.",1.016717,/9IrlE6Hr8uMPAxdnAhdRdFXByZm.jpg,"[{'name': 'Warner Bros. Entertainment', 'id': 17}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/27/79,0,22,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Bugs Bunny's Looney Christmas Tales,6.5,5
,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",131944,tt0031212,en,"Nan Masters, a single mother living with her four marriageable daughters, plans to marry Sam Sloane, businessman. Out of the blue her 1st husband Jim returns after deserting the family 20 years earlier. The worldly wanderer Jim gets a cool family reception at first but his warm personality gradually wins the affections of his four daughters. In fact, youngest daughter Buff, who has her eye on a maverick of her own in Gabriel Lopez, is pleased when Jim grants his stamp of approval on her relationship. Buff plans to elope with Gabriel on her mother's wedding day, but 'unpredictable' is Gabriel's middle name.",0.587828,/eBJCz0Gadu0CLXIooaK5tLi3brM.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/22/39,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"It's Another 'Four Daughters' Hit! And they're gayer than ever, sweeter than ever, better than ever before!",Daughters Courageous,6,3
,0,"[{'id': 80, 'name': 'Crime'}]",51416,tt0034707,en,An ex-con becomes a daredevil photojournalist.,0.005536,/6ca7TOP0MwbVcVCRWl9gWb79m8U.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/25/42,0,51,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,I loved a guy with a gun --,Escape from Crime,0,0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",52228,tt0023993,en,"Although free spirit Helen Bauer does not believe in marriage, she consents to marry Don, but his infidelities cause her to also take on a lover.",0.542628,/avFLvzgI3BAVuFVY0igT4CPH2e8.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'The Vitaphone Corporation', 'id': 9329}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/14/33,0,67,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,So frank . . so outspoken... so true...,Ex-Lady,5.6,7
,0,"[{'id': 37, 'name': 'Western'}]",72474,tt0043557,en,"Former gunfighter Ned Britt (Randolph Scott) sets up shop in Fort Worth, Texas as a newspaper man. He falls in love with Flora Talbot (Phyllis Thaxter), who is the fiancée of a former friend, Blair Lunsford (David Brian). Britt tries to expose the crooked cattle baron Gabe Clevinger (Ray Teal) in his newspaper. Clevinger resorts to violence in order to prevent the arrival of the railroad at Fort Worth and Britt has to rethink his journalistic methods to stop him and resort to violence himself.",0.001489,/fJEDgj8IEaJq8UEuudI3GqwdJJQ.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/14/51,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"RANDOLPH SCOTT as Fighting Editor Britt of the ""Fort Worth Star"" - His Fearless Headlines Wrote Fort Worth's History---His Six-Guns Made It!",Fort Worth,0,0
,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",124115,tt0031336,en,"In this sequel to Four Daughters, Adam Lemp and his daughters have gone on with life after the death of Mickey Borden. Ann, Mickey's widow, falls in love with Felix Dietz, but on the day of her engagement discovers that she carries Mickey's child.",0.174601,/6AvpYAUCbgPBZflSVOa1KGTLFbX.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/25/39,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The ""Four Daughters"" are now ""Four Wives"" It's a four belle picture! For these four wedding belles!",Four Wives,0,0
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",162059,tt0026388,en,"Reporter Curt Devlin loves sob sister Ellen Garfield but believes women are ""bum newspapermen"". When she learns the identity of a murdered arsonist, he calls it luck. When she goes after the murderer he gets enough evidence to have Maitland Coulter arrested. She finds a bunch of ""not guilty"" ballots and publishes the wrong story; he eavesdrops on the jury and gets the correct verdict. After being fired she gets a confession from the real killer and gets Coulter released.",0.698276,/aizW1yBSU1XhRi6RvYlUbiuTgzr.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/11/35,0,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A woman reporter tries to prove she's just as good as any man, but runs into trouble along the way.",Front Page Woman,6.8,2
,0,"[{'id': 18, 'name': 'Drama'}]",152986,tt0025161,en,"A businesslike syndicate runs all the gambling joints in town; least profitable is honest Mike Lee's. Under pressure to allow cheating, Mike ""walks out,"" leaving tough-minded daughter Lady Lee to earn a living the only way she knows. She soon becomes a success gambling among the rich, but, falling out with the syndicate, she considers the marriage proposal of blueblood Garry Madison. Can such a match work despite snobbery and old associations?",1.200342,/t66pGj2SXQBOQJ0N492zmgpXWUX.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",3/31/34,0,66,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Gambling Lady,4.8,4
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",130452,tt0030191,en,"When the representative of the Paris International Dance Exposition arrives in New York to invite the Academy Ballet of America to compete for monetary prizes, the taxi driver mistakenly brings him to the Club Ballé, a nightclub on the brink of declaring bankruptcy. The owners, Terry Moore and Duke Dennis, jump at the chance to go, despite being aware of the mistake. They hire ballet teacher, Luis Leoni, and his only pupil, Kay Morrow, to join the group, hoping to teach their two dozen show girls ballet en route to Paris by ship. Also going along and rooming with Kay is Mona, Terry's ex-wife, who wants to keep an eye on her alimony checks. Naturally, Kay and Terry fall in love.",0.715602,/zhAl4PGHuGPzOuSJMo64mp99AXk.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/11/38,0,97,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Romance in Paree!,Gold Diggers in Paris,5,1
,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",36298,tt1421040,it,"A priest, after spending years in humanitary missions in Africa, reunites with his family, which is in worse conditions than when he left, and above all meets a young lady who will make him doubt both himself and his faith.",2.303734,/30gbcgvtnzYIYsk33HMbTv8Sav.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1/1/10,0,115,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,"Me, Them And Lara",5.4,42
,0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",50107,tt0024144,en,"A beautiful chorine marries a handsome rich socialite, but her idyllic life ends when she visits a dying old beau and is charged when he commits suicide.",0.136997,/wEfua5ZohfxiWp2Z4kkgHZRa4b1.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/23/33,0,68,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The House on 56th Street,8,1
